group_key,group_size,id,alloy,cycle1_holdingtemp_degc,cycle1_holdingtime_min,article_url,original_image,ai_cleaned_image,augumented_data,c,mn,si,cr,p,s,mo,cu,ni,al,nb,v,ti,ti_nb_v,b,ce_la,fe,pixel_size,heat_treatment_type,num_cycles,cycle0_rolling,cycle0_rtemp,cycle0_rpercentage,cycle1_hrate_degc_min,cycle1_crate_degc_s,cycle1_rolling,cycle1_rtemp,cycle1_rpercentage,cycle1_qtype,cycle1_qtemp,cycle1_qtime_min,cycle2_hrate_degc_min,cycle2_holdingtemp_degc,cycle2_holdingtime_min,cycle2_crate_degc_s,cycle2_rolling,cycle2_rtemp_degc,cycle2_rpercentage,cycle2_qtype,cycle2_qtemp_degc,cycle2_qtime_min,cycle3_hrate_degc_min,cycle3_holdingtemp_degc,cycle3_holdingtime_min,cycle3_crate_degc_s,cycle3_rolling,cycle3_rtemp,cycle3_rpercentage,cycle3_qtype,cycle3_qtemp,cycle3_qtime,cycle4_hrate_degc_min,cycle4_holdingtemp_degc,cycle4_holdingtime_min,cycle4_crate_degc_s,cycle4_rolling,cycle4_rtemp,cycle4_rpercentage,cycle4_qtype,cycle4_qtemp,cycle4_qtime
DP980 GA__740.0__20.0,6,7_5_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_1,DP980 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1VientVcO8h9mQobFomOsKg5AUCpmCo55,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__20.0,6,7_4_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_6,DP780 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/19xXnX324wqLeuLccHiqgUgQ6GHWhrmMO,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__20.0,6,7_4_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_5,DP780 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/16usQItMXfLvZkwALDg3e239DJQJwJ5pn,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__20.0,6,7_4_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_4,DP780 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1SJPaQDs4V2NbI1h2Vf7lIIxN-kZY9ZDl,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__20.0,6,7_4_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_3,DP780 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/14Dkg4ymh0Pdj9E4CB50Q7FdGscBy6OO6,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__20.0,6,7_4_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_2,DP780 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1G4eCeo32gdRa0Fba7yAhV8KYP9_AIk5K,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__20.0,6,7_4_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_1,DP780 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1q8-4AVQX9nJZYBnI3jhReJWqY8YGwHQ5,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__20.0,6,7_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_6,DP590 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1lYH3HLYdSHO1sHQ7fumTaeShESIn0y_q,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__20.0,6,7_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_5,DP590 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1Zqagw0fElzqfFGIylQQD6X-_MVrdJjl4,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__20.0,6,7_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_4,DP590 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1l5YjYj-5nR5EEG87kQHbpM-OS7gxCigp,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__20.0,6,7_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_3,DP590 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1WHdb7WOj-vGTKD6Fz0JM5J8neCDjW3AX,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__20.0,6,7_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_2,DP590 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1D05rcokdnFoLfXl51Q6pnewGm-MlzKVF,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__20.0,6,7_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_1,DP590 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1O6yWRJfvqszddRs9hHQRSOoBLqccAB0F,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__20.0,6,7_3_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_6,DP1180 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1Bu5MuevOXY1c31PPIvcVzQhZx9R5iJbb,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__20.0,6,7_3_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_5,DP1180 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1-PUBop3M5iBKMmh8vetrJl_A7WyUFEJe,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__20.0,6,7_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_4,DP1180 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1FqzutbtDVspbnnHyM4R9Cq5myDd51YPK,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__20.0,6,7_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_3,DP1180 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1bvJZ0o2zu5-odAReUpvFG8kzBC94fHTP,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__20.0,6,7_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_2,DP1180 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1jkxIRQ8pf9HKCFbkZJZstrPGcLXktIA8,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__20.0,6,7_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_1,DP1180 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1HqFXv_n4yVFWFuRQI1zZZRahinQYkTNw,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__860.0__10.0,6,25_9_15kv_bsd_full_129µm_4000x_sample_image_04_30_10_48_0_10pa_6,DP600 GI,860.0,10.0,,,,https://drive.google.com/drive/folders/1nG9fDQDsLayipvgG8m-1skQWcfYq2nwA,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__860.0__10.0,6,25_9_15kv_bsd_full_129µm_4000x_sample_image_04_30_10_46_0_10pa_5,DP600 GI,860.0,10.0,,,,https://drive.google.com/drive/folders/1fv007moXjz2Cg4a6v4Do-9o4J9xjtWQh,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__860.0__10.0,6,25_9_15kv_bsd_full_129µm_4000x_sample_image_04_30_10_44_0_10pa_4,DP600 GI,860.0,10.0,,,,https://drive.google.com/drive/folders/18zl1nhEhz26awhb-jZcubSo1t5PZTNoz,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__860.0__10.0,6,25_9_15kv_bsd_full_129µm_4000x_sample_image_04_30_10_42_0_10pa_3,DP600 GI,860.0,10.0,,,,https://drive.google.com/drive/folders/1Fl1JtW-4NlG0U5O-rackA74lGj70Q6CL,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__860.0__10.0,6,25_9_15kv_bsd_full_129µm_4000x_sample_image_04_30_10_41_0_10pa_2,DP600 GI,860.0,10.0,,,,https://drive.google.com/drive/folders/1lVoxgVokTg-edyiVxtcUZxNvcHPQHT7P,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__860.0__10.0,6,25_9_15kv_bsd_full_129µm_4000x_sample_image_04_30_10_39_0_10pa_1,DP600 GI,860.0,10.0,,,,https://drive.google.com/drive/folders/1BHAdgRf988aGGCCWE0D0Cq6BeDob2yIn,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__860.0__10.0,6,25_5_15kv_bsd_full_129µm_4000x_sample_image_04_30_10_38_0_10pa_6,DP980 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1Pv6hn6kDs5PnSPe0J2dkSfDfW69BsHQL,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__860.0__10.0,6,25_5_15kv_bsd_full_129µm_4000x_sample_image_04_30_10_36_0_10pa_5,DP980 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/10Nqv8JhjWFF9o-xfxpXcKSY7QP8UxPuG,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__860.0__10.0,6,25_5_15kv_bsd_full_129µm_4000x_sample_image_04_30_10_35_0_10pa_4,DP980 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1YF0cmHkfxLmVZSfrfFHxSJ7KMZ7bnyrI,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__860.0__10.0,6,25_5_15kv_bsd_full_129µm_4000x_sample_image_04_30_10_34_0_10pa_3,DP980 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/17Nr-TK-kfUbFRJXWW2Zh0QpDlat_3yxj,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__860.0__10.0,6,25_5_15kv_bsd_full_130µm_4000x_sample_image_04_30_10_33_0_10pa_2,DP980 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1S2nP8eyDoadgh-50YZ8Pcymu8SLTBDdW,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__860.0__10.0,6,25_5_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_2,DP980 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1ASeefd-C-yV6fWlrzHzuY4L1GSeb3mM2,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__860.0__10.0,6,25_4_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_6,DP780 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1zuC14j97Lvp-ecg1lfI3XEBbsdj9PRtr,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__860.0__10.0,6,25_4_15kv_bsd_full_129µm_4000x_sample_image_04_30_2026_0_10pa_6,DP780 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1zVczrbzM5osS3gqSGRERnNbM_s3XVTjD,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__860.0__10.0,6,25_4_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_4,DP780 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/19OvGe5YKO0Z2hiIMZVzFmCNvNGtEAFET,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__860.0__10.0,6,25_4_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_3,DP780 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/13Y3AuJIJ4nuT2IPDsgjhQHQvgArL1AYW,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__860.0__10.0,6,25_4_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_2,DP780 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1EiwKf4BGL4kwYpL5R-xjQcfD7iMnfcsT,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__860.0__10.0,6,25_4_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_1,DP780 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1oqD8nRPkQbPWLG8Kb0xSxoG3OMQC6wBX,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__860.0__10.0,7,25_2_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_7,DP590 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1l4oQ0QD0ZJnR6-j5kijYesk6hWr9LFuH,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__860.0__10.0,7,25_2_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_6,DP590 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1IeSviDScf_h_yOM9Gx38t68mO01Tc_Jd,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__860.0__10.0,7,25_2_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_5,DP590 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1x_bgsdv1hPRKIG9id1qzGcQLkVTublck,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__860.0__10.0,7,25_2_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_4,DP590 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1XWbzwzReSIfkEJrmopDn5ayVDX_L_3aP,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__860.0__10.0,7,25_2_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_3,DP590 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1P_oqPkhUOwBYg_1_aA0BDXrg27smLQOQ,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__860.0__10.0,7,25_2_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_2,DP590 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/17FbkR28hSLafaIRzuAS6Q_V4rQqGL2NX,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__860.0__10.0,7,25_2_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_1,DP590 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1a4lg-K0mlw0_OP_avfFFD1ujbDHKdAo-,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__860.0__10.0,6,25_3_15kv_bsd_full_129µm_4000x_sample_image_04_30_2026_0_10pa_6,DP1180 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1l3PvFY79mG9s9yQaGmb362mMJY20J58w,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__860.0__10.0,6,25_3_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_5,DP1180 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1V5ElVmhqasrkypUOl4FVKbmomcWQiQas,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__860.0__10.0,6,25_3_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_4,DP1180 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1u5gzPQT8hegWl1mKoNEZj5dYbqZBZ9xB,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__860.0__10.0,6,25_3_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_3,DP1180 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1JtWajl1tqMhhhCWy75TbvsgNz38Osudd,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__860.0__10.0,6,25_3_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_2,DP1180 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1OH-57qGkAntaf6QQ5LKANfNjuvw21i1R,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__860.0__10.0,6,25_3_15kv_bsd_full_130µm_4000x_sample_image_04_30_2026_0_10pa_7,DP1180 GA,860.0,10.0,,,,https://drive.google.com/drive/folders/1QCgeH8rZSTxfdYbY5jY5QIezcuH-6Px9,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__800.0__20.0,5,8_9_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_5,DP600 GI,800.0,20.0,,,,https://drive.google.com/drive/folders/1qXKuS_y93FVPmvot2Uiyg2iHYA6-qqBL,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__800.0__20.0,5,8_9_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_4,DP600 GI,800.0,20.0,,,,https://drive.google.com/drive/folders/1GphWqLfnQ-2EjzyYPvBrSDpog7vBZZBz,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__800.0__20.0,5,8_9_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_3,DP600 GI,800.0,20.0,,,,https://drive.google.com/drive/folders/1tvWq6Yon8a8CDptRmK0iODwGLHtruOfD,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__800.0__20.0,5,8_9_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_2,DP600 GI,800.0,20.0,,,,https://drive.google.com/drive/folders/1IONpKl2KnNln30fP9EtvsU6POlnFus-y,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__800.0__20.0,5,8_9_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_1,DP600 GI,800.0,20.0,,,,https://drive.google.com/drive/folders/17zjdY8VqUy09HM5fyFre5nydsAbkwZQS,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__800.0__20.0,6,8_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_6,DP1180 GA,800.0,20.0,,,,https://drive.google.com/drive/folders/1jgvzFyhQCXD9XcNzwOk1O6Ig-cY1SDQK,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
